PhiDot;Phi;Temp;kf 
1.5;0.12;600;298.3
1.5;0.14;600;309.65
1.5;0.16;600;319.57
1.5;0.18;600;327.2
1.5;0.2;600;334.14
1.5;0.22;600;340.93
1.5;0.24;600;346.71
1.5;0.26;600;351.55
1.5;0.28;600;356.07
1.5;0.3;600;360.68
1.5;0.32;600;364.49
1.5;0.34;600;367.29
1.5;0.36;600;370.1
1.5;0.38;600;372.91
1.5;0.4;600;376.12
1.5;0.42;600;378.52
1.5;0.44;600;380.4
1.5;0.46;600;382.27
1.5;0.48;600;384.14
1.5;0.5;600;386.01
1.5;0.52;600;386.95
1.5;0.54;600;388.82
1.5;0.56;600;390.69
1.5;0.58;600;392.56
1.5;0.6;600;393.96
1.5;0.62;600;395.37
1.5;0.64;600;395.84
1.5;0.66;600;397.24
1.5;0.68;600;398.99
1.5;0.7;600;400.05
90;0.04;600;339.03
90;0.06;600;392.24
90;0.08;600;429.1
90;0.1;600;454.26
90;0.12;600;474.95
90;0.14;600;490.72
90;0.16;600;503.95
90;0.18;600;515.76
90;0.2;600;525.71
90;0.22;600;533.78
90;0.24;600;540.88
90;0.26;600;546.96
90;0.28;600;552.21
90;0.3;600;556.32
90;0.32;600;560.07
90;0.34;600;563.81
90;0.36;600;566.62
90;0.38;600;569.42
90;0.4;600;571.76
90;0.42;600;574.1
90;0.44;600;575.04
90;0.46;600;575.97
90;0.48;600;575.97
90;0.5;600;576.44
90;0.52;600;576.91
90;0.54;600;577.38
90;0.56;600;577.85
90;0.58;600;578.31
90;0.6;600;577.38
90;0.62;600;577.38
90;0.64;600;576.91
90;0.66;600;577.38
90;0.68;600;577.38
90;0.7;600;577.38
0.1;0.04;700;118.98
0.1;0.06;700;130.81
0.1;0.08;700;140.17
0.1;0.1;700;147.72
0.1;0.12;700;153.93
0.1;0.14;700;158.67
0.1;0.16;700;161.88
0.1;0.18;700;162.94
0.1;0.2;700;165.18
0.1;0.22;700;167.07
0.1;0.24;700;168.48
0.1;0.26;700;170.84
0.1;0.28;700;172.26
0.1;0.3;700;173.2
0.1;0.32;700;174.15
0.1;0.34;700;175.09
0.1;0.36;700;175.09
0.1;0.38;700;175.56
0.1;0.4;700;175.56
0.1;0.42;700;175.56
0.1;0.44;700;175.56
0.1;0.46;700;176.51
0.1;0.48;700;177.92
0.1;0.5;700;178.39
0.1;0.52;700;178.87
0.1;0.54;700;179.81
0.1;0.56;700;179.91
0.1;0.58;700;180.28
0.1;0.6;700;180.28
0.1;0.62;700;181.7
0.1;0.64;700;182.64
0.1;0.66;700;183.59
0.1;0.68;700;184.53
0.1;0.7;700;185
1.5;0.04;700;161.9
1.5;0.06;700;174.23
1.5;0.08;700;184.58
1.5;0.1;700;193.03
1.5;0.12;700;201.52
1.5;0.14;700;207.75
1.5;0.16;700;212.85
1.5;0.18;700;215.68
1.5;0.2;700;217.57
1.5;0.22;700;219.45
1.5;0.24;700;221.03
1.5;0.26;700;222.29
1.5;0.28;700;224.17
1.5;0.3;700;224.85
1.5;0.32;700;226.06
1.5;0.34;700;227.01
1.5;0.36;700;228.89
1.5;0.38;700;229.58
1.5;0.4;700;229.84
1.5;0.42;700;230.78
1.5;0.44;700;231.25
1.5;0.46;700;231.72
1.5;0.48;700;231.72
1.5;0.5;700;232.2
1.5;0.52;700;232.67
1.5;0.54;700;232.67
1.5;0.56;700;233.05
1.5;0.58;700;232.67
1.5;0.6;700;232.2
1.5;0.62;700;232.67
1.5;0.64;700;232.67
1.5;0.66;700;232.7
1.5;0.68;700;233.14
1.5;0.7;700;234.08
90;0.04;700;279.44
90;0.06;700;305.43
90;0.08;700;330
90;0.1;700;347.89
90;0.12;700;362.53
90;0.14;700;374.35
90;0.16;700;384.27
90;0.18;700;392.19
90;0.2;700;398.46
90;0.22;700;403.98
90;0.24;700;408.87
90;0.26;700;412.48
90;0.28;700;415.5
90;0.3;700;418.34
90;0.32;700;419.09
90;0.34;700;420.03
90;0.36;700;420.97
90;0.38;700;421.45
90;0.4;700;422.39
90;0.42;700;423.33
90;0.44;700;423.81
90;0.46;700;424.28
90;0.48;700;424.28
90;0.5;700;425.22
90;0.52;700;425.22
90;0.54;700;425.22
90;0.56;700;425.69
90;0.58;700;425.22
90;0.6;700;425.22
90;0.62;700;425.69
90;0.64;700;425.69
90;0.66;700;425.69
90;0.68;700;425.69
90;0.7;700;425.69
1.5;0.05;900;892.889
1.5;0.05;1000;766.193
1.5;0.05;1100;632.138
1.5;0.05;1200;437.246
1.5;0.075;900;109.338
1.5;0.075;1000;900.147
1.5;0.075;1100;681.357
1.5;0.075;1200;498.436
1.5;0.1;900;120.727
1.5;0.1;1000;966.223
1.5;0.1;1100;728.176
1.5;0.1;1200;552.428
1.5;0.125;900;130.634
1.5;0.125;1000;103.891
1.5;0.125;1100;780.997
1.5;0.125;1200;587.222
1.5;0.15;900;138.997
1.5;0.15;1000;110.739
1.5;0.15;1100;826.615
1.5;0.15;1200;631.616
1.5;0.175;900;146.234
1.5;0.175;1000;115.844
1.5;0.175;1100;860.229
1.5;0.175;1200;654.412
1.5;0.2;900;150.861
1.5;0.2;1000;119.809
1.5;0.2;1100;896.843
1.5;0.2;1200;66.641
1.5;0.225;900;155.962
1.5;0.225;1000;123.053
1.5;0.225;1100;925.055
1.5;0.225;1200;682.008
1.5;0.25;900;159.284
1.5;0.25;1000;125.876
1.5;0.25;1100;943.062
1.5;0.25;1200;691.006
1.5;0.275;900;162.309
1.5;0.275;1000;127.498
1.5;0.275;1100;954.466
1.5;0.275;1200;683.207
1.5;0.3;900;163.496
1.5;0.3;1000;128.94
1.5;0.3;1100;96.347
1.5;0.3;1200;674.209
1.5;0.325;900;165.928
1.5;0.325;1000;130.381
1.5;0.325;1100;981.477
1.5;0.325;1200;66.641
1.5;0.35;900;167.173
1.5;0.35;1000;131.282
1.5;0.35;1100;982.077
1.5;0.35;1200;66.641
1.5;0.375;900;168.241
1.5;0.375;1000;132.544
1.5;0.375;1100;982.077
1.5;0.375;1200;645.413
1.5;0.4;900;169.19
1.5;0.4;1000;132.063
1.5;0.4;1100;982.077
1.5;0.4;1200;634.015
1.5;0.425;900;170.021
1.5;0.425;1000;131.402
1.5;0.425;1100;976.075
1.5;0.425;1200;625.616
1.5;0.45;900;170.732
1.5;0.45;1000;130.802
1.5;0.45;1100;976.075
1.5;0.45;1200;616.618
1.5;0.475;900;169.961
1.5;0.475;1000;130.081
1.5;0.475;1100;967.672
1.5;0.475;1200;60.582
1.5;0.5;900;169.368
1.5;0.5;1000;129
1.5;0.5;1100;962.269
1.5;0.5;1200;596.821
1.5;0.525;900;168.716
1.5;0.525;1000;127.258
1.5;0.525;1100;954.466
1.5;0.525;1200;588.422
1.5;0.55;900;168.716
1.5;0.55;1000;125.335
1.5;0.55;1100;941.861
1.5;0.55;1200;580.024
1.5;0.575;900;168.182
1.5;0.575;1000;123.774
1.5;0.575;1100;929.256
1.5;0.575;1200;580.024
1.5;0.6;900;167.411
1.5;0.6;1000;121.611
1.5;0.6;1100;908.848
1.5;0.6;1200;572.225
1.5;0.625;900;166.046
1.5;0.625;1000;119.929
1.5;0.625;1100;895.043
1.5;0.625;1200;562.026
1.5;0.65;900;165.394
1.5;0.65;1000;116.986
1.5;0.65;1100;877.636
1.5;0.65;1200;556.027
1.5;0.675;900;164.623
1.5;0.675;1000;115.003
1.5;0.675;1100;860.229
1.5;0.675;1200;547.029
1.5;0.7;900;163.258
1.5;0.7;1000;112.36
1.5;0.7;1100;83.802
1.5;0.7;1200;54.163
8;0.05;900;103.525
8;0.05;1000;956.612
8;0.05;1100;699.365
8;0.05;1200;578.824
